serial_no,date,country,type,ref_no,summary,un_region,ohchr_region,alleged_victims,nb_of_replies,replies,vulnerable_groups,women_and_girls,human_rights_defenders,mandate
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,business
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,cultural rights
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,environment
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,freedom of opinion and expression
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,freedom of peaceful assembly and of association
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,human rights defenders
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,indigenous peoples
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,sexual orientation and gender identity
128,13 Jan 2023,South Korea,JAL,KOR 5/2022,"Information received concerning serious risks posed to indigenous peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en indigenous peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted indigenous peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,1,20 Mar 2023,1,1,1,violence against women and girls
135,13 Jan 2023,Malaysia,JAL,MYS 4/2022,"Information received concerning serious risks posed to Indigenous Peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en Indigenous Peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted Indigenous Peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,1,business
135,13 Jan 2023,Malaysia,JAL,MYS 4/2022,"Information received concerning serious risks posed to Indigenous Peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en Indigenous Peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted Indigenous Peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,1,cultural rights
135,13 Jan 2023,Malaysia,JAL,MYS 4/2022,"Information received concerning serious risks posed to Indigenous Peoples’ rights in the context of oil and gas projects in British Columbia, Canada. Of particular concern are allegations of ongoing violations and abuses against Wet’suwet’en Indigenous Peoples and communities related to the development of the Coastal GasLink pipeline project, as well as the human rights violations of land rights defenders peacefully demonstrating against the Coastal GasLink (CGL) pipeline under construction that was approved in 2018 without the consent of the impacted Indigenous Peoples represented by the Wet’suwet’en Hereditary Chiefs.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,1,environment
