dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,duplicate
Population,Population,Kelaa,Haa Alif Atoll,Haa Alif (HA),1,967,1,Administrative Islands,Maldivians,0,52482,3.5219710991966764,FALSE
Population,Population,Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,620,1,Administrative Islands,Maldivians,0,52482,2.2664601918586746,FALSE
Population,Population,Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,245,1,Administrative Islands,Maldivians,0,52482,0.9096400470409491,FALSE
Population,Population,Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,494,1,Administrative Islands,Maldivians,0,52482,1.8105686231999187,FALSE
Population,Population,Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,241,1,Administrative Islands,Maldivians,0,52482,0.89516729882956,FALSE
Population,Population,Thurakunu,Haa Alif Atoll,Haa Alif (HA),1,380,1,Administrative Islands,Maldivians,0,52482,1.3980952991753304,FALSE
Population,Population,Uligamu,Haa Alif Atoll,Haa Alif (HA),1,356,1,Administrative Islands,Maldivians,0,52482,1.3112588099069962,FALSE
Population,Population,Utheemu,Haa Alif Atoll,Haa Alif (HA),1,571,1,Administrative Islands,Maldivians,0,52482,2.0891690262691585,FALSE
Population,Population,Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,406,1,Administrative Islands,Maldivians,0,52482,1.4921681625493592,FALSE
Population,Population,Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,385,2,Administrative Islands,Maldivians,0,52482,1.4161862344395668,FALSE
Population,Population,Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1895,2,Administrative Islands,Maldivians,0,52482,6.879648684238941,FALSE
Population,Population,Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,258,2,Administrative Islands,Maldivians,0,52482,0.9566764787279637,FALSE
Population,Population,Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,9334,2,Administrative Islands,Maldivians,0,52482,33.795342170369764,FALSE
Population,Population,Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,941,2,Administrative Islands,Maldivians,0,52482,3.4278982358226475,FALSE
Population,Population,Kuribi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,479,2,Administrative Islands,Maldivians,0,52482,1.7562958174072099,FALSE
Population,Population,Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1204,2,Administrative Islands,Maldivians,0,52482,4.379481430721478,FALSE
Population,Population,Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,436,2,Administrative Islands,Maldivians,0,52482,1.6007137741347774,FALSE
Population,Population,Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,990,2,Administrative Islands,Maldivians,0,52482,3.6051894014121637,FALSE
Population,Population,Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,563,2,Administrative Islands,Maldivians,0,52482,2.0602235298463802,FALSE
Population,Population,Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1920,2,Administrative Islands,Maldivians,0,52482,6.970103360560122,FALSE
Population,Population,Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1130,2,Administrative Islands,Maldivians,0,52482,4.111735588810781,FALSE
Population,Population,Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,695,2,Administrative Islands,Maldivians,0,52482,2.5378242208222197,FALSE
Population,Population,Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),3,476,3,Administrative Islands,Maldivians,0,52482,1.7454412562486679,FALSE
Population,Population,Feevah,Shaviyani Atoll,Shaviyani (Sh),3,634,3,Administrative Islands,Maldivians,0,52482,2.317114810598536,FALSE
Population,Population,Feydhoo,Shaviyani Atoll,Shaviyani (Sh),3,781,3,Administrative Islands,Maldivians,0,52482,2.8489883073670845,FALSE
Population,Population,Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),3,1488,3,Administrative Islands,Maldivians,0,52482,5.407046553730103,FALSE
Population,Population,Funadhoo,Shaviyani Atoll,Shaviyani (Sh),3,2058,3,Administrative Islands,Maldivians,0,52482,7.469413173853044,FALSE
Population,Population,Goidhoo,Shaviyani Atoll,Shaviyani (Sh),3,538,3,Administrative Islands,Maldivians,0,52482,1.9697688535251987,FALSE
Population,Population,Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),3,1144,3,Administrative Islands,Maldivians,0,52482,4.162390207550643,FALSE
Population,Population,Komandoo,Shaviyani Atoll,Shaviyani (Sh),3,857,3,Administrative Islands,Maldivians,0,52482,3.123970523383477,FALSE
Population,Population,Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),3,564,3,Administrative Islands,Maldivians,0,52482,2.0638417168992276,FALSE
Population,Population,Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),3,895,3,Administrative Islands,Maldivians,0,52482,3.2614616313916733,FALSE
Population,Population,Maroshi,Shaviyani Atoll,Shaviyani (Sh),3,425,3,Administrative Islands,Maldivians,0,52482,1.5609137165534572,FALSE
Population,Population,Milandhoo,Shaviyani Atoll,Shaviyani (Sh),3,1963,3,Administrative Islands,Maldivians,0,52482,7.125685403832555,FALSE
Population,Population,Narudhoo,Shaviyani Atoll,Shaviyani (Sh),3,522,3,Administrative Islands,Maldivians,0,52482,1.9118778606796425,FALSE
Population,Population,Noomaraa,Shaviyani Atoll,Shaviyani (Sh),3,342,3,Administrative Islands,Maldivians,0,52482,1.2606041911671342,FALSE
Population,Population,Fodhdhoo,Noonu Atoll,Noonu (N),6,274,6,Administrative Islands,Maldivians,0,52482,1.01456747157352,FALSE
Population,Population,Hebadhoo,Noonu Atoll,Noonu (N),6,588,6,Administrative Islands,Maldivians,0,52482,2.150678206167562,FALSE
Population,Population,Holhudhoo,Noonu Atoll,Noonu (N),6,1296,6,Administrative Islands,Maldivians,0,52482,4.7123546395834275,FALSE
Population,Population,Kedhikolhudhoo,Noonu Atoll,Noonu (N),6,1481,6,Administrative Islands,Maldivians,0,52482,5.3817192443601725,FALSE
Population,Population,Kudafari,Noonu Atoll,Noonu (N),6,551,6,Administrative Islands,Maldivians,0,52482,2.016805285212213,FALSE
Population,Population,Landhoo,Noonu Atoll,Noonu (N),6,700,6,Administrative Islands,Maldivians,0,52482,2.5559151560864555,FALSE
Population,Population,Lhohi,Noonu Atoll,Noonu (N),6,611,6,Administrative Islands,Maldivians,0,52482,2.233896508383049,FALSE
Population,Population,Maafaru,Noonu Atoll,Noonu (N),6,846,6,Administrative Islands,Maldivians,0,52482,3.0841704658021567,FALSE
Population,Population,Maalhendhoo,Noonu Atoll,Noonu (N),6,674,6,Administrative Islands,Maldivians,0,52482,2.461842292712427,FALSE
Population,Population,Magoodhoo,Noonu Atoll,Noonu (N),6,284,6,Administrative Islands,Maldivians,0,52482,1.0507493421019927,FALSE
Population,Population,Manadhoo,Noonu Atoll,Noonu (N),6,1464,6,Administrative Islands,Maldivians,0,52482,5.320210064461769,FALSE
Population,Population,Miladhoo,Noonu Atoll,Noonu (N),6,857,6,Administrative Islands,Maldivians,0,52482,3.123970523383477,FALSE
Population,Population,Velidhoo,Noonu Atoll,Noonu (N),6,1576,6,Administrative Islands,Maldivians,0,52482,5.725447014380663,FALSE
Population,Population,Agolhitheemu,Raa Atoll,Raa (R),7,349,7,Administrative Islands,Maldivians,0,52482,1.285931500537065,FALSE
Population,Population,Alifushi,Raa Atoll,Raa (R),7,1497,7,Administrative Islands,Maldivians,0,52482,5.439610237205729,FALSE
Population,Population,Dhuvaafaru,Raa Atoll,Raa (R),7,3188,7,Administrative Islands,Maldivians,0,52482,11.557964543570456,FALSE
Population,Population,Fainu,Raa Atoll,Raa (R),7,386,7,Administrative Islands,Maldivians,0,52482,1.4198044214924141,FALSE
Population,Population,Hulhudhuffaaru,Raa Atoll,Raa (R),7,1150,7,Administrative Islands,Maldivians,0,52482,4.184099329867727,FALSE
Population,Population,Iguraidhoo,Raa Atoll,Raa (R),7,1232,7,Administrative Islands,Maldivians,0,52482,4.480790668201202,FALSE
Population,Population,Innamaadhoo,Raa Atoll,Raa (R),7,528,7,Administrative Islands,Maldivians,0,52482,1.9335869829967258,FALSE
Population,Population,Kinolhas,Raa Atoll,Raa (R),7,498,7,Administrative Islands,Maldivians,0,52482,1.8250413714113078,FALSE
Population,Population,Maakurathu,Raa Atoll,Raa (R),7,888,7,Administrative Islands,Maldivians,0,52482,3.236134322021742,FALSE
Population,Population,Maduvvari,Raa Atoll,Raa (R),7,1639,7,Administrative Islands,Maldivians,0,52482,5.9533927987100395,FALSE
Population,Population,Meedhoo,Raa Atoll,Raa (R),7,1738,7,Administrative Islands,Maldivians,0,52482,6.311593316941919,FALSE
Population,Population,Rasgetheemu,Raa Atoll,Raa (R),7,473,7,Administrative Islands,Maldivians,0,52482,1.734586695090126,FALSE
Population,Population,Rasmaadhoo,Raa Atoll,Raa (R),7,494,7,Administrative Islands,Maldivians,0,52482,1.8105686231999187,FALSE
Population,Population,Ugoofaaru,Raa Atoll,Raa (R),7,1531,7,Administrative Islands,Maldivians,0,52482,5.5626285970025355,FALSE
Population,Population,Vaadhoo,Raa Atoll,Raa (R),7,415,7,Administrative Islands,Maldivians,0,52482,1.5247318460249848,FALSE
Population,Population,Dharavandhoo,Baa Atoll,Baa (B),4,822,4,Administrative Islands,Maldivians,0,52482,2.9973339765338225,FALSE
Population,Population,Dhonfanu,Baa Atoll,Baa (B),4,364,4,Administrative Islands,Maldivians,0,52482,1.3402043063297742,FALSE
Population,Population,Eydhafushi,Baa Atoll,Baa (B),4,2317,4,Administrative Islands,Maldivians,0,52482,8.406523620540487,FALSE
Population,Population,Fehendhoo,Baa Atoll,Baa (B),4,172,4,Administrative Islands,Maldivians,0,52482,0.6455123921830986,FALSE
Population,Population,Fulhadhoo,Baa Atoll,Baa (B),4,240,4,Administrative Islands,Maldivians,0,52482,0.8915491117767128,FALSE
Population,Population,Goidhoo,Baa Atoll,Baa (B),4,508,4,Administrative Islands,Maldivians,0,52482,1.8612232419397805,FALSE
Population,Population,Hithaadhoo,Baa Atoll,Baa (B),4,674,4,Administrative Islands,Maldivians,0,52482,2.461842292712427,FALSE
Population,Population,Kamadhoo,Baa Atoll,Baa (B),4,343,4,Administrative Islands,Maldivians,0,52482,1.2642223782199815,FALSE
Population,Population,Kendhoo,Baa Atoll,Baa (B),4,861,4,Administrative Islands,Maldivians,0,52482,3.1384432715948662,FALSE
Population,Population,Kihaadhoo,Baa Atoll,Baa (B),4,445,4,Administrative Islands,Maldivians,0,52482,1.6332774576104028,FALSE
Population,Population,Kudarikilu,Baa Atoll,Baa (B),4,451,4,Administrative Islands,Maldivians,0,52482,1.6549865799274863,FALSE
Population,Population,Maalhoss,Baa Atoll,Baa (B),4,494,4,Administrative Islands,Maldivians,0,52482,1.8105686231999187,FALSE
Population,Population,Thulhaadhoo,Baa Atoll,Baa (B),4,1471,4,Administrative Islands,Maldivians,0,52482,5.345537373831699,FALSE
Population,Population,Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),5,2148,5,Administrative Islands,Maldivians,0,52482,7.795050008609299,FALSE
Population,Population,Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),5,1037,5,Administrative Islands,Maldivians,0,52482,3.7752441928959852,FALSE
Population,Population,Naifaru,Lhaviyani Atoll,Lhaviyani (Lh),5,4114,5,Administrative Islands,Maldivians,0,52482,14.908405754507026,FALSE
Population,Population,Olhuvelifushi,Lhaviyani Atoll,Lhaviyani (Lh),5,655,5,Administrative Islands,Maldivians,0,52482,2.393096738708329,FALSE
Population,Population,Dhiffushi,Kaafu Atoll,Kaafu Atoll,10,1021,10,Administrative Islands,Maldivians,0,52482,3.717353200050429,FALSE
Population,Population,Gaafaru,Kaafu Atoll,Kaafu Atoll,10,1196,10,Administrative Islands,Maldivians,0,52482,4.3505359342987004,FALSE
Population,Population,Gulhi,Kaafu Atoll,Kaafu Atoll,10,812,10,Administrative Islands,Maldivians,0,52482,2.9611521060053496,FALSE
Population,Population,Guraidhoo,Kaafu Atoll,Kaafu Atoll,10,1568,10,Administrative Islands,Maldivians,0,52482,5.696501517957884,FALSE
Population,Population,Himmafushi,Kaafu Atoll,Kaafu Atoll,10,1492,10,Administrative Islands,Maldivians,0,52482,5.421519301941492,FALSE
Population,Population,Huraa,Kaafu Atoll,Kaafu Atoll,10,1207,10,Administrative Islands,Maldivians,0,52482,4.39033599188002,FALSE
Population,Population,Kaashidhoo,Kaafu Atoll,Kaafu Atoll,10,1833,10,Administrative Islands,Maldivians,0,52482,6.65532108696241,FALSE
Population,Population,Maafushi,Kaafu Atoll,Kaafu Atoll,10,3195,10,Administrative Islands,Maldivians,0,52482,11.583291852940388,FALSE
Population,Population,Thulusdhoo,Kaafu Atoll,Kaafu Atoll,10,1188,10,Administrative Islands,Maldivians,0,52482,4.321590437875923,FALSE
Population,Population,Bodufolhudhoo,Alif Uthuru Buri,Alif Alif (AA),9,653,9,Administrative Islands,Maldivians,0,52482,2.3858603646026344,FALSE
Population,Population,Feridhoo,Alif Uthuru Buri,Alif Alif (AA),9,492,9,Administrative Islands,Maldivians,0,52482,1.8033322490942245,FALSE
Population,Population,Himendhoo,Alif Uthuru Buri,Alif Alif (AA),9,754,9,Administrative Islands,Maldivians,0,52482,2.7512972569402083,FALSE
Population,Population,Maalhoss,Alif Uthuru Buri,Alif Alif (AA),9,429,9,Administrative Islands,Maldivians,0,52482,1.5753864647648463,FALSE
Population,Population,Mathiveri,Alif Uthuru Buri,Alif Alif (AA),9,788,9,Administrative Islands,Maldivians,0,52482,2.8743156167370154,FALSE
Population,Population,Rasdhoo,Alif Uthuru Buri,Alif Alif (AA),9,1078,9,Administrative Islands,Maldivians,0,52482,3.923589862062723,FALSE
Population,Population,Thoddoo,Alif Uthuru Buri,Alif Alif (AA),9,1529,9,Administrative Islands,Maldivians,0,52482,5.555392222896841,FALSE
Population,Population,Ukulhas,Alif Uthuru Buri,Alif Alif (AA),9,1053,9,Administrative Islands,Maldivians,0,52482,3.833135185741541,FALSE
Population,Population,Dhangethi,Alif Dhekunu Buri,Alif Dhaal (ADh),9,718,9,Administrative Islands,Maldivians,0,52482,2.6210425230377066,FALSE
Population,Population,Dhidhdhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,110,9,Administrative Islands,Maldivians,0,52482,0.42118479490656807,FALSE
Population,Population,Dhigurah,Alif Dhekunu Buri,Alif Dhaal (ADh),9,538,9,Administrative Islands,Maldivians,0,52482,1.9697688535251987,FALSE
Population,Population,Fenfushi,Alif Dhekunu Buri,Alif Dhaal (ADh),9,811,9,Administrative Islands,Maldivians,0,52482,2.9575339189525023,FALSE
Population,Population,Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,413,9,Administrative Islands,Maldivians,0,52482,1.5174954719192901,FALSE
Population,Population,Kunburudhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,481,9,Administrative Islands,Maldivians,0,52482,1.7635321915129043,FALSE
Population,Population,Maamigili,Alif Dhekunu Buri,Alif Dhaal (ADh),9,2303,9,Administrative Islands,Maldivians,0,52482,8.355869001800626,FALSE
Population,Population,Mahibadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,2022,9,Administrative Islands,Maldivians,0,52482,7.339158439950544,FALSE
Population,Population,Mandhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,286,9,Administrative Islands,Maldivians,0,52482,1.0579857162076873,FALSE
Population,Population,Omadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,858,9,Administrative Islands,Maldivians,0,52482,3.1275887104363242,FALSE
Population,Population,Felidhoo,Vaavu Atoll,Vaavu (V),11,503,11,Administrative Islands,Maldivians,0,52482,1.8431323066755443,FALSE
Population,Population,Fulidhoo,Vaavu Atoll,Vaavu (V),11,294,11,Administrative Islands,Maldivians,0,52482,1.0869312126304653,FALSE
Population,Population,Keyodhoo,Vaavu Atoll,Vaavu (V),11,520,11,Administrative Islands,Maldivians,0,52482,1.9046414865739478,FALSE
Population,Population,Rakeedhoo,Vaavu Atoll,Vaavu (V),11,62,11,Administrative Islands,Maldivians,0,52482,0.24751181636989922,FALSE
Population,Population,Thinadhoo,Vaavu Atoll,Vaavu (V),11,74,11,Administrative Islands,Maldivians,0,52482,0.29093006100406643,FALSE
Population,Population,Dhiggaru,Meemu Atoll,Meemu (M),15,984,15,Administrative Islands,Maldivians,0,52482,3.5834802790950797,FALSE
Population,Population,Kolhufushi,Meemu Atoll,Meemu (M),15,702,15,Administrative Islands,Maldivians,0,52482,2.56315153019215,FALSE
Population,Population,Maduvvari,Meemu Atoll,Meemu (M),15,259,15,Administrative Islands,Maldivians,0,52482,0.960294665780811,FALSE
Population,Population,Mulah,Meemu Atoll,Meemu (M),15,1292,15,Administrative Islands,Maldivians,0,52482,4.697881891372038,FALSE
Population,Population,Muli,Meemu Atoll,Meemu (M),15,769,15,Administrative Islands,Maldivians,0,52482,2.805570062732917,FALSE
Population,Population,Naalaafushi,Meemu Atoll,Meemu (M),15,388,15,Administrative Islands,Maldivians,0,52482,1.4270407955981086,FALSE
Population,Population,Raimandhoo,Meemu Atoll,Meemu (M),15,122,15,Administrative Islands,Maldivians,0,52482,0.46460303954073523,FALSE
Population,Population,Veyvah,Meemu Atoll,Meemu (M),15,235,15,Administrative Islands,Maldivians,0,52482,0.8734581765124765,FALSE
Population,Population,Biledhdhoo,Faafu Atoll,Faafu (F),14,886,14,Administrative Islands,Maldivians,0,52482,3.228897947916048,FALSE
Population,Population,Dharaboodhoo,Faafu Atoll,Faafu (F),14,393,14,Administrative Islands,Maldivians,0,52482,1.4451317308623448,FALSE
Population,Population,Feeali,Faafu Atoll,Faafu (F),14,882,14,Administrative Islands,Maldivians,0,52482,3.2144251997046585,FALSE
Population,Population,Magoodhoo,Faafu Atoll,Faafu (F),14,648,14,Administrative Islands,Maldivians,0,52482,2.367769429338398,FALSE
Population,Population,Nilandhoo,Faafu Atoll,Faafu (F),14,1649,14,Administrative Islands,Maldivians,0,52482,5.989574669238513,FALSE
Population,Population,Badidhoo,Dhaal Atoll,Dhaalu (Dh),13,536,13,Administrative Islands,Maldivians,0,52482,1.962532479419504,FALSE
Population,Population,Hulhudheli,Dhaal Atoll,Dhaalu (Dh),13,685,13,Administrative Islands,Maldivians,0,52482,2.501642350293747,FALSE
Population,Population,Kudahuvadhoo,Dhaal Atoll,Dhaalu (Dh),13,2667,13,Administrative Islands,Maldivians,0,52482,9.67288908903703,FALSE
Population,Population,Maaeboodhoo,Dhaal Atoll,Dhaalu (Dh),13,650,13,Administrative Islands,Maldivians,0,52482,2.375005803444093,FALSE
Population,Population,Meedhoo,Dhaal Atoll,Dhaalu (Dh),13,857,13,Administrative Islands,Maldivians,0,52482,3.123970523383477,FALSE
Population,Population,Ribudhoo,Dhaal Atoll,Dhaalu (Dh),13,278,13,Administrative Islands,Maldivians,0,52482,1.0290402197849091,FALSE
Population,Population,Buruni,Thaa Atoll,Thaa (Th),16,356,16,Administrative Islands,Maldivians,0,52482,1.3112588099069962,FALSE
