country,year,status,sub_indicator,score,sub_indicator_text,sub_index_group
South Korea,2022,PF,c7,3,Extralegal intimidation,C. Violation of user rights
South Korea,2022,PF,c8,2,Cyberattacks,C. Violation of user rights
South Korea,2022,PF,c_violations_of_user_rights,21,c_violations_of_user_rights,aggregation
South Korea,2022,PF,total_country_score,67,total_country_score,aggregation
South Korea,2021,PF,a1,6,Infrastructural limitations,A. Obstructions to access
South Korea,2021,PF,a2,3,Internet accesibility,A. Obstructions to access
South Korea,2021,PF,a3,6,Government restrictions,A. Obstructions to access
South Korea,2021,PF,a4,5,Service provider diversity,A. Obstructions to access
South Korea,2021,PF,a5,2,Regulatory failure,A. Obstructions to access
South Korea,2021,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2021,PF,b1,3,Blocked content,B. Limits on content
South Korea,2021,PF,b2,2,Forced content deletion,B. Limits on content
South Korea,2021,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
South Korea,2021,PF,b4,3,Self-censorship,B. Limits on content
South Korea,2021,PF,b5,2,Information control and manipulation,B. Limits on content
South Korea,2021,PF,b6,3,Constraints on publishing,B. Limits on content
South Korea,2021,PF,b7,3,Lack diversity and reliability,B. Limits on content
South Korea,2021,PF,b8,6,Constraints on communities,B. Limits on content
South Korea,2021,PF,b_limits_on_content,24,b_limits_on_content,aggregation
South Korea,2021,PF,c1,3,Legal protections,C. Violation of user rights
South Korea,2021,PF,c2,2,Criminalised online activities,C. Violation of user rights
South Korea,2021,PF,c3,3,Individuals penalised,C. Violation of user rights
South Korea,2021,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
South Korea,2021,PF,c5,2,State infringement of privacy,C. Violation of user rights
South Korea,2021,PF,c6,3,Data monitoring and retention,C. Violation of user rights
South Korea,2021,PF,c7,3,Extralegal intimidation,C. Violation of user rights
South Korea,2021,PF,c8,2,Cyberattacks,C. Violation of user rights
South Korea,2021,PF,c_violations_of_user_rights,21,c_violations_of_user_rights,aggregation
South Korea,2021,PF,total_country_score,67,total_country_score,aggregation
South Korea,2020,PF,a1,6,Infrastructural limitations,A. Obstructions to access
South Korea,2020,PF,a2,3,Internet accesibility,A. Obstructions to access
South Korea,2020,PF,a3,6,Government restrictions,A. Obstructions to access
South Korea,2020,PF,a4,5,Service provider diversity,A. Obstructions to access
South Korea,2020,PF,a5,2,Regulatory failure,A. Obstructions to access
South Korea,2020,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2020,PF,b1,3,Blocked content,B. Limits on content
South Korea,2020,PF,b2,2,Forced content deletion,B. Limits on content
South Korea,2020,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
South Korea,2020,PF,b4,3,Self-censorship,B. Limits on content
South Korea,2020,PF,b5,2,Information control and manipulation,B. Limits on content
South Korea,2020,PF,b6,3,Constraints on publishing,B. Limits on content
South Korea,2020,PF,b7,3,Lack diversity and reliability,B. Limits on content
South Korea,2020,PF,b8,6,Constraints on communities,B. Limits on content
South Korea,2020,PF,b_limits_on_content,24,b_limits_on_content,aggregation
South Korea,2020,PF,c1,3,Legal protections,C. Violation of user rights
South Korea,2020,PF,c2,2,Criminalised online activities,C. Violation of user rights
South Korea,2020,PF,c3,3,Individuals penalised,C. Violation of user rights
South Korea,2020,PF,c4,2,Restricted anonymous communication,C. Violation of user rights
South Korea,2020,PF,c5,2,State infringement of privacy,C. Violation of user rights
South Korea,2020,PF,c6,3,Data monitoring and retention,C. Violation of user rights
South Korea,2020,PF,c7,3,Extralegal intimidation,C. Violation of user rights
South Korea,2020,PF,c8,2,Cyberattacks,C. Violation of user rights
South Korea,2020,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
South Korea,2020,PF,total_country_score,66,total_country_score,aggregation
South Korea,2019,PF,a1,6,Infrastructural limitations,A. Obstructions to access
South Korea,2019,PF,a2,3,Internet accesibility,A. Obstructions to access
South Korea,2019,PF,a3,6,Government restrictions,A. Obstructions to access
South Korea,2019,PF,a4,5,Service provider diversity,A. Obstructions to access
South Korea,2019,PF,a5,2,Regulatory failure,A. Obstructions to access
South Korea,2019,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2019,PF,b1,3,Blocked content,B. Limits on content
South Korea,2019,PF,b2,2,Forced content deletion,B. Limits on content
South Korea,2019,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
South Korea,2019,PF,b4,3,Self-censorship,B. Limits on content
South Korea,2019,PF,b5,1,Information control and manipulation,B. Limits on content
South Korea,2019,PF,b6,3,Constraints on publishing,B. Limits on content
South Korea,2019,PF,b7,3,Lack diversity and reliability,B. Limits on content
South Korea,2019,PF,b8,6,Constraints on communities,B. Limits on content
South Korea,2019,PF,b_limits_on_content,23,b_limits_on_content,aggregation
South Korea,2019,PF,c1,3,Legal protections,C. Violation of user rights
South Korea,2019,PF,c2,2,Criminalised online activities,C. Violation of user rights
South Korea,2019,PF,c3,2,Individuals penalised,C. Violation of user rights
South Korea,2019,PF,c4,2,Restricted anonymous communication,C. Violation of user rights
South Korea,2019,PF,c5,2,State infringement of privacy,C. Violation of user rights
South Korea,2019,PF,c6,3,Data monitoring and retention,C. Violation of user rights
South Korea,2019,PF,c7,3,Extralegal intimidation,C. Violation of user rights
South Korea,2019,PF,c8,2,Cyberattacks,C. Violation of user rights
South Korea,2019,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
South Korea,2019,PF,total_country_score,64,total_country_score,aggregation
South Korea,2018,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2018,PF,b_limits_on_content,22,b_limits_on_content,aggregation
South Korea,2018,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
South Korea,2018,PF,total_country_score,64,total_country_score,aggregation
South Korea,2017,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2017,PF,b_limits_on_content,22,b_limits_on_content,aggregation
South Korea,2017,PF,c_violations_of_user_rights,21,c_violations_of_user_rights,aggregation
South Korea,2017,PF,total_country_score,65,total_country_score,aggregation
South Korea,2016,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2016,PF,b_limits_on_content,20,b_limits_on_content,aggregation
South Korea,2016,PF,c_violations_of_user_rights,22,c_violations_of_user_rights,aggregation
South Korea,2016,PF,total_country_score,64,total_country_score,aggregation
South Korea,2015,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2015,PF,b_limits_on_content,21,b_limits_on_content,aggregation
South Korea,2015,PF,c_violations_of_user_rights,23,c_violations_of_user_rights,aggregation
South Korea,2015,PF,total_country_score,66,total_country_score,aggregation
South Korea,2014,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2014,PF,b_limits_on_content,21,b_limits_on_content,aggregation
South Korea,2014,PF,c_violations_of_user_rights,24,c_violations_of_user_rights,aggregation
South Korea,2014,PF,total_country_score,67,total_country_score,aggregation
South Korea,2013,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2013,PF,b_limits_on_content,22,b_limits_on_content,aggregation
South Korea,2013,PF,c_violations_of_user_rights,24,c_violations_of_user_rights,aggregation
South Korea,2013,PF,total_country_score,68,total_country_score,aggregation
South Korea,2012,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2012,PF,b_limits_on_content,23,b_limits_on_content,aggregation
South Korea,2012,PF,c_violations_of_user_rights,21,c_violations_of_user_rights,aggregation
South Korea,2012,PF,total_country_score,66,total_country_score,aggregation
South Korea,2011,PF,a_obstacles_to_access,22,a_obstacles_to_access,aggregation
South Korea,2011,PF,b_limits_on_content,23,b_limits_on_content,aggregation
South Korea,2011,PF,c_violations_of_user_rights,23,c_violations_of_user_rights,aggregation
South Korea,2011,PF,total_country_score,68,total_country_score,aggregation
Sri Lanka,2023,PF,a1,3,Infrastructural limitations,A. Obstructions to access
Sri Lanka,2023,PF,a2,1,Internet accesibility,A. Obstructions to access
Sri Lanka,2023,PF,a3,5,Government restrictions,A. Obstructions to access
Sri Lanka,2023,PF,a4,3,Service provider diversity,A. Obstructions to access
Sri Lanka,2023,PF,a5,0,Regulatory failure,A. Obstructions to access
Sri Lanka,2023,PF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Sri Lanka,2023,PF,b1,4,Blocked content,B. Limits on content
Sri Lanka,2023,PF,b2,3,Forced content deletion,B. Limits on content
Sri Lanka,2023,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Sri Lanka,2023,PF,b4,2,Self-censorship,B. Limits on content
Sri Lanka,2023,PF,b5,2,Information control and manipulation,B. Limits on content
Sri Lanka,2023,PF,b6,2,Constraints on publishing,B. Limits on content
Sri Lanka,2023,PF,b7,3,Lack diversity and reliability,B. Limits on content
Sri Lanka,2023,PF,b8,4,Constraints on communities,B. Limits on content
Sri Lanka,2023,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Sri Lanka,2023,PF,c1,2,Legal protections,C. Violation of user rights
Sri Lanka,2023,PF,c2,1,Criminalised online activities,C. Violation of user rights
Sri Lanka,2023,PF,c3,3,Individuals penalised,C. Violation of user rights
Sri Lanka,2023,PF,c4,2,Restricted anonymous communication,C. Violation of user rights
Sri Lanka,2023,PF,c5,2,State infringement of privacy,C. Violation of user rights
Sri Lanka,2023,PF,c6,3,Data monitoring and retention,C. Violation of user rights
Sri Lanka,2023,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Sri Lanka,2023,PF,c8,2,Cyberattacks,C. Violation of user rights
Sri Lanka,2023,PF,c_violations_of_user_rights,18,c_violations_of_user_rights,aggregation
Sri Lanka,2023,PF,total_country_score,52,total_country_score,aggregation
Sri Lanka,2022,PF,a1,2,Infrastructural limitations,A. Obstructions to access
Sri Lanka,2022,PF,a2,1,Internet accesibility,A. Obstructions to access
Sri Lanka,2022,PF,a3,3,Government restrictions,A. Obstructions to access
Sri Lanka,2022,PF,a4,3,Service provider diversity,A. Obstructions to access
Sri Lanka,2022,PF,a5,0,Regulatory failure,A. Obstructions to access
Sri Lanka,2022,PF,a_obstacles_to_access,9,a_obstacles_to_access,aggregation
Sri Lanka,2022,PF,b1,4,Blocked content,B. Limits on content
Sri Lanka,2022,PF,b2,3,Forced content deletion,B. Limits on content
Sri Lanka,2022,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Sri Lanka,2022,PF,b4,2,Self-censorship,B. Limits on content
Sri Lanka,2022,PF,b5,2,Information control and manipulation,B. Limits on content
Sri Lanka,2022,PF,b6,2,Constraints on publishing,B. Limits on content
Sri Lanka,2022,PF,b7,3,Lack diversity and reliability,B. Limits on content
Sri Lanka,2022,PF,b8,4,Constraints on communities,B. Limits on content
Sri Lanka,2022,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Sri Lanka,2022,PF,c1,2,Legal protections,C. Violation of user rights
Sri Lanka,2022,PF,c2,1,Criminalised online activities,C. Violation of user rights
Sri Lanka,2022,PF,c3,3,Individuals penalised,C. Violation of user rights
Sri Lanka,2022,PF,c4,2,Restricted anonymous communication,C. Violation of user rights
Sri Lanka,2022,PF,c5,2,State infringement of privacy,C. Violation of user rights
Sri Lanka,2022,PF,c6,3,Data monitoring and retention,C. Violation of user rights
Sri Lanka,2022,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Sri Lanka,2022,PF,c8,1,Cyberattacks,C. Violation of user rights
Sri Lanka,2022,PF,c_violations_of_user_rights,17,c_violations_of_user_rights,aggregation
Sri Lanka,2022,PF,total_country_score,48,total_country_score,aggregation
Sri Lanka,2021,PF,a1,3,Infrastructural limitations,A. Obstructions to access
Sri Lanka,2021,PF,a2,1,Internet accesibility,A. Obstructions to access
Sri Lanka,2021,PF,a3,4,Government restrictions,A. Obstructions to access
Sri Lanka,2021,PF,a4,3,Service provider diversity,A. Obstructions to access
Sri Lanka,2021,PF,a5,0,Regulatory failure,A. Obstructions to access
Sri Lanka,2021,PF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Sri Lanka,2021,PF,b1,4,Blocked content,B. Limits on content
Sri Lanka,2021,PF,b2,3,Forced content deletion,B. Limits on content
Sri Lanka,2021,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Sri Lanka,2021,PF,b4,2,Self-censorship,B. Limits on content
Sri Lanka,2021,PF,b5,2,Information control and manipulation,B. Limits on content
Sri Lanka,2021,PF,b6,2,Constraints on publishing,B. Limits on content
Sri Lanka,2021,PF,b7,3,Lack diversity and reliability,B. Limits on content
Sri Lanka,2021,PF,b8,5,Constraints on communities,B. Limits on content
Sri Lanka,2021,PF,b_limits_on_content,23,b_limits_on_content,aggregation
Sri Lanka,2021,PF,c1,2,Legal protections,C. Violation of user rights
Sri Lanka,2021,PF,c2,1,Criminalised online activities,C. Violation of user rights
Sri Lanka,2021,PF,c3,3,Individuals penalised,C. Violation of user rights
Sri Lanka,2021,PF,c4,2,Restricted anonymous communication,C. Violation of user rights
Sri Lanka,2021,PF,c5,2,State infringement of privacy,C. Violation of user rights
Sri Lanka,2021,PF,c6,3,Data monitoring and retention,C. Violation of user rights
Sri Lanka,2021,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Sri Lanka,2021,PF,c8,1,Cyberattacks,C. Violation of user rights
Sri Lanka,2021,PF,c_violations_of_user_rights,17,c_violations_of_user_rights,aggregation
Sri Lanka,2021,PF,total_country_score,51,total_country_score,aggregation
Sri Lanka,2020,PF,a1,4,Infrastructural limitations,A. Obstructions to access
Sri Lanka,2020,PF,a2,1,Internet accesibility,A. Obstructions to access
Sri Lanka,2020,PF,a3,4,Government restrictions,A. Obstructions to access
Sri Lanka,2020,PF,a4,3,Service provider diversity,A. Obstructions to access
Sri Lanka,2020,PF,a5,0,Regulatory failure,A. Obstructions to access
Sri Lanka,2020,PF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Sri Lanka,2020,PF,b1,4,Blocked content,B. Limits on content
Sri Lanka,2020,PF,b2,3,Forced content deletion,B. Limits on content
Sri Lanka,2020,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Sri Lanka,2020,PF,b4,2,Self-censorship,B. Limits on content
Sri Lanka,2020,PF,b5,2,Information control and manipulation,B. Limits on content
Sri Lanka,2020,PF,b6,2,Constraints on publishing,B. Limits on content
Sri Lanka,2020,PF,b7,3,Lack diversity and reliability,B. Limits on content
Sri Lanka,2020,PF,b8,4,Constraints on communities,B. Limits on content
Sri Lanka,2020,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Sri Lanka,2020,PF,c1,2,Legal protections,C. Violation of user rights
Sri Lanka,2020,PF,c2,1,Criminalised online activities,C. Violation of user rights
Sri Lanka,2020,PF,c3,3,Individuals penalised,C. Violation of user rights
Sri Lanka,2020,PF,c4,2,Restricted anonymous communication,C. Violation of user rights
Sri Lanka,2020,PF,c5,2,State infringement of privacy,C. Violation of user rights
Sri Lanka,2020,PF,c6,3,Data monitoring and retention,C. Violation of user rights
Sri Lanka,2020,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Sri Lanka,2020,PF,c8,2,Cyberattacks,C. Violation of user rights
Sri Lanka,2020,PF,c_violations_of_user_rights,18,c_violations_of_user_rights,aggregation
Sri Lanka,2020,PF,total_country_score,52,total_country_score,aggregation
Sri Lanka,2019,PF,a1,4,Infrastructural limitations,A. Obstructions to access
Sri Lanka,2019,PF,a2,1,Internet accesibility,A. Obstructions to access
Sri Lanka,2019,PF,a3,2,Government restrictions,A. Obstructions to access
Sri Lanka,2019,PF,a4,3,Service provider diversity,A. Obstructions to access
Sri Lanka,2019,PF,a5,0,Regulatory failure,A. Obstructions to access
Sri Lanka,2019,PF,a_obstacles_to_access,10,a_obstacles_to_access,aggregation
Sri Lanka,2019,PF,b1,3,Blocked content,B. Limits on content
Sri Lanka,2019,PF,b2,3,Forced content deletion,B. Limits on content
Sri Lanka,2019,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Sri Lanka,2019,PF,b4,2,Self-censorship,B. Limits on content
Sri Lanka,2019,PF,b5,3,Information control and manipulation,B. Limits on content
Sri Lanka,2019,PF,b6,2,Constraints on publishing,B. Limits on content
Sri Lanka,2019,PF,b7,3,Lack diversity and reliability,B. Limits on content
Sri Lanka,2019,PF,b8,4,Constraints on communities,B. Limits on content
Sri Lanka,2019,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Sri Lanka,2019,PF,c1,1,Legal protections,C. Violation of user rights
Sri Lanka,2019,PF,c2,1,Criminalised online activities,C. Violation of user rights
Sri Lanka,2019,PF,c3,3,Individuals penalised,C. Violation of user rights
Sri Lanka,2019,PF,c4,2,Restricted anonymous communication,C. Violation of user rights
Sri Lanka,2019,PF,c5,2,State infringement of privacy,C. Violation of user rights
Sri Lanka,2019,PF,c6,3,Data monitoring and retention,C. Violation of user rights
Sri Lanka,2019,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Sri Lanka,2019,PF,c8,2,Cyberattacks,C. Violation of user rights
Sri Lanka,2019,PF,c_violations_of_user_rights,17,c_violations_of_user_rights,aggregation
Sri Lanka,2019,PF,total_country_score,49,total_country_score,aggregation
Sri Lanka,2018,PF,a_obstacles_to_access,10,a_obstacles_to_access,aggregation
Sri Lanka,2018,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Sri Lanka,2018,PF,c_violations_of_user_rights,21,c_violations_of_user_rights,aggregation
Sri Lanka,2018,PF,total_country_score,53,total_country_score,aggregation
Sri Lanka,2017,PF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Sri Lanka,2017,PF,b_limits_on_content,23,b_limits_on_content,aggregation
Sri Lanka,2017,PF,c_violations_of_user_rights,22,c_violations_of_user_rights,aggregation
Sri Lanka,2017,PF,total_country_score,57,total_country_score,aggregation
Sri Lanka,2016,PF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Sri Lanka,2016,PF,b_limits_on_content,23,b_limits_on_content,aggregation
Sri Lanka,2016,PF,c_violations_of_user_rights,22,c_violations_of_user_rights,aggregation
Sri Lanka,2016,PF,total_country_score,56,total_country_score,aggregation
Sri Lanka,2015,PF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Sri Lanka,2015,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Sri Lanka,2015,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
Sri Lanka,2015,PF,total_country_score,53,total_country_score,aggregation
Sri Lanka,2014,PF,a_obstacles_to_access,10,a_obstacles_to_access,aggregation
Sri Lanka,2014,PF,b_limits_on_content,15,b_limits_on_content,aggregation
Sri Lanka,2014,PF,c_violations_of_user_rights,17,c_violations_of_user_rights,aggregation
Sri Lanka,2014,PF,total_country_score,42,total_country_score,aggregation
Sri Lanka,2013,PF,a_obstacles_to_access,10,a_obstacles_to_access,aggregation
Sri Lanka,2013,PF,b_limits_on_content,15,b_limits_on_content,aggregation
Sri Lanka,2013,PF,c_violations_of_user_rights,17,c_violations_of_user_rights,aggregation
Sri Lanka,2013,PF,total_country_score,42,total_country_score,aggregation
Sri Lanka,2012,PF,a_obstacles_to_access,9,a_obstacles_to_access,aggregation
Sri Lanka,2012,PF,b_limits_on_content,17,b_limits_on_content,aggregation
Sri Lanka,2012,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
Sri Lanka,2012,PF,total_country_score,45,total_country_score,aggregation
Thailand,2023,NF,a1,5,Infrastructural limitations,A. Obstructions to access
Thailand,2023,NF,a2,2,Internet accesibility,A. Obstructions to access
Thailand,2023,NF,a3,5,Government restrictions,A. Obstructions to access
Thailand,2023,NF,a4,4,Service provider diversity,A. Obstructions to access
Thailand,2023,NF,a5,0,Regulatory failure,A. Obstructions to access
Thailand,2023,NF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Thailand,2023,NF,b1,3,Blocked content,B. Limits on content
Thailand,2023,NF,b2,1,Forced content deletion,B. Limits on content
Thailand,2023,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Thailand,2023,NF,b4,1,Self-censorship,B. Limits on content
Thailand,2023,NF,b5,1,Information control and manipulation,B. Limits on content
Thailand,2023,NF,b6,2,Constraints on publishing,B. Limits on content
Thailand,2023,NF,b7,2,Lack diversity and reliability,B. Limits on content
Thailand,2023,NF,b8,3,Constraints on communities,B. Limits on content
Thailand,2023,NF,b_limits_on_content,14,b_limits_on_content,aggregation
Thailand,2023,NF,c1,1,Legal protections,C. Violation of user rights
Thailand,2023,NF,c2,0,Criminalised online activities,C. Violation of user rights
Thailand,2023,NF,c3,0,Individuals penalised,C. Violation of user rights
Thailand,2023,NF,c4,2,Restricted anonymous communication,C. Violation of user rights
Thailand,2023,NF,c5,1,State infringement of privacy,C. Violation of user rights
Thailand,2023,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Thailand,2023,NF,c7,2,Extralegal intimidation,C. Violation of user rights
Thailand,2023,NF,c8,2,Cyberattacks,C. Violation of user rights
Thailand,2023,NF,c_violations_of_user_rights,9,c_violations_of_user_rights,aggregation
Thailand,2023,NF,total_country_score,39,total_country_score,aggregation
Thailand,2022,NF,a1,5,Infrastructural limitations,A. Obstructions to access
Thailand,2022,NF,a2,2,Internet accesibility,A. Obstructions to access
Thailand,2022,NF,a3,5,Government restrictions,A. Obstructions to access
Thailand,2022,NF,a4,4,Service provider diversity,A. Obstructions to access
Thailand,2022,NF,a5,0,Regulatory failure,A. Obstructions to access
Thailand,2022,NF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Thailand,2022,NF,b1,3,Blocked content,B. Limits on content
Thailand,2022,NF,b2,1,Forced content deletion,B. Limits on content
Thailand,2022,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Thailand,2022,NF,b4,1,Self-censorship,B. Limits on content
Thailand,2022,NF,b5,1,Information control and manipulation,B. Limits on content
Thailand,2022,NF,b6,2,Constraints on publishing,B. Limits on content
Thailand,2022,NF,b7,2,Lack diversity and reliability,B. Limits on content
Thailand,2022,NF,b8,3,Constraints on communities,B. Limits on content
Thailand,2022,NF,b_limits_on_content,14,b_limits_on_content,aggregation
Thailand,2022,NF,c1,0,Legal protections,C. Violation of user rights
Thailand,2022,NF,c2,0,Criminalised online activities,C. Violation of user rights
Thailand,2022,NF,c3,1,Individuals penalised,C. Violation of user rights
Thailand,2022,NF,c4,2,Restricted anonymous communication,C. Violation of user rights
Thailand,2022,NF,c5,1,State infringement of privacy,C. Violation of user rights
Thailand,2022,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Thailand,2022,NF,c7,2,Extralegal intimidation,C. Violation of user rights
Thailand,2022,NF,c8,2,Cyberattacks,C. Violation of user rights
Thailand,2022,NF,c_violations_of_user_rights,9,c_violations_of_user_rights,aggregation
Thailand,2022,NF,total_country_score,39,total_country_score,aggregation
Thailand,2021,NF,a1,5,Infrastructural limitations,A. Obstructions to access
Thailand,2021,NF,a2,2,Internet accesibility,A. Obstructions to access
Thailand,2021,NF,a3,5,Government restrictions,A. Obstructions to access
Thailand,2021,NF,a4,4,Service provider diversity,A. Obstructions to access
Thailand,2021,NF,a5,0,Regulatory failure,A. Obstructions to access
Thailand,2021,NF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Thailand,2021,NF,b1,3,Blocked content,B. Limits on content
Thailand,2021,NF,b2,0,Forced content deletion,B. Limits on content
Thailand,2021,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Thailand,2021,NF,b4,1,Self-censorship,B. Limits on content
Thailand,2021,NF,b5,1,Information control and manipulation,B. Limits on content
Thailand,2021,NF,b6,2,Constraints on publishing,B. Limits on content
Thailand,2021,NF,b7,2,Lack diversity and reliability,B. Limits on content
Thailand,2021,NF,b8,3,Constraints on communities,B. Limits on content
Thailand,2021,NF,b_limits_on_content,13,b_limits_on_content,aggregation
Thailand,2021,NF,c1,0,Legal protections,C. Violation of user rights
Thailand,2021,NF,c2,0,Criminalised online activities,C. Violation of user rights
Thailand,2021,NF,c3,0,Individuals penalised,C. Violation of user rights
Thailand,2021,NF,c4,2,Restricted anonymous communication,C. Violation of user rights
Thailand,2021,NF,c5,1,State infringement of privacy,C. Violation of user rights
Thailand,2021,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Thailand,2021,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Thailand,2021,NF,c8,2,Cyberattacks,C. Violation of user rights
Thailand,2021,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Thailand,2021,NF,total_country_score,36,total_country_score,aggregation
Thailand,2020,NF,a1,5,Infrastructural limitations,A. Obstructions to access
Thailand,2020,NF,a2,2,Internet accesibility,A. Obstructions to access
Thailand,2020,NF,a3,5,Government restrictions,A. Obstructions to access
Thailand,2020,NF,a4,4,Service provider diversity,A. Obstructions to access
Thailand,2020,NF,a5,0,Regulatory failure,A. Obstructions to access
Thailand,2020,NF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Thailand,2020,NF,b1,3,Blocked content,B. Limits on content
Thailand,2020,NF,b2,0,Forced content deletion,B. Limits on content
Thailand,2020,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Thailand,2020,NF,b4,1,Self-censorship,B. Limits on content
Thailand,2020,NF,b5,1,Information control and manipulation,B. Limits on content
Thailand,2020,NF,b6,2,Constraints on publishing,B. Limits on content
Thailand,2020,NF,b7,2,Lack diversity and reliability,B. Limits on content
Thailand,2020,NF,b8,3,Constraints on communities,B. Limits on content
Thailand,2020,NF,b_limits_on_content,12,b_limits_on_content,aggregation
Thailand,2020,NF,c1,0,Legal protections,C. Violation of user rights
Thailand,2020,NF,c2,0,Criminalised online activities,C. Violation of user rights
Thailand,2020,NF,c3,1,Individuals penalised,C. Violation of user rights
Thailand,2020,NF,c4,2,Restricted anonymous communication,C. Violation of user rights
Thailand,2020,NF,c5,1,State infringement of privacy,C. Violation of user rights
Thailand,2020,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Thailand,2020,NF,c7,0,Extralegal intimidation,C. Violation of user rights
Thailand,2020,NF,c8,2,Cyberattacks,C. Violation of user rights
Thailand,2020,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Thailand,2020,NF,total_country_score,35,total_country_score,aggregation
Thailand,2019,NF,a1,5,Infrastructural limitations,A. Obstructions to access
Thailand,2019,NF,a2,2,Internet accesibility,A. Obstructions to access
Thailand,2019,NF,a3,5,Government restrictions,A. Obstructions to access
Thailand,2019,NF,a4,4,Service provider diversity,A. Obstructions to access
Thailand,2019,NF,a5,0,Regulatory failure,A. Obstructions to access
Thailand,2019,NF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Thailand,2019,NF,b1,3,Blocked content,B. Limits on content
Thailand,2019,NF,b2,0,Forced content deletion,B. Limits on content
Thailand,2019,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Thailand,2019,NF,b4,1,Self-censorship,B. Limits on content
Thailand,2019,NF,b5,1,Information control and manipulation,B. Limits on content
Thailand,2019,NF,b6,2,Constraints on publishing,B. Limits on content
Thailand,2019,NF,b7,1,Lack diversity and reliability,B. Limits on content
Thailand,2019,NF,b8,3,Constraints on communities,B. Limits on content
Thailand,2019,NF,b_limits_on_content,11,b_limits_on_content,aggregation
Thailand,2019,NF,c1,1,Legal protections,C. Violation of user rights
Thailand,2019,NF,c2,0,Criminalised online activities,C. Violation of user rights
Thailand,2019,NF,c3,1,Individuals penalised,C. Violation of user rights
Thailand,2019,NF,c4,2,Restricted anonymous communication,C. Violation of user rights
Thailand,2019,NF,c5,1,State infringement of privacy,C. Violation of user rights
Thailand,2019,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Thailand,2019,NF,c7,0,Extralegal intimidation,C. Violation of user rights
Thailand,2019,NF,c8,2,Cyberattacks,C. Violation of user rights
